Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
"Wed, Feb 4, 2015",7:30 pm,Box Score,Brooklyn Nets,109.0,Toronto Raptors,93.0,,
"Wed, Feb 4, 2015",9:00 pm,Box Score,Memphis Grizzlies,100.0,Utah Jazz,90.0,,
"Thu, Feb 5, 2015",7:00 pm,Box Score,Washington Wizards,87.0,Charlotte Hornets,94.0,,
"Thu, Feb 5, 2015",8:00 pm,Box Score,Los Angeles Clippers,94.0,Cleveland Cavaliers,105.0,,
"Thu, Feb 5, 2015",10:30 pm,Box Score,Phoenix Suns,87.0,Portland Trail Blazers,108.0,,
"Thu, Feb 5, 2015",10:00 pm,Box Score,Dallas Mavericks,101.0,Sacramento Kings,78.0,,
"Fri, Feb 6, 2015",7:30 pm,Box Score,Golden State Warriors,116.0,Atlanta Hawks,124.0,,
"Fri, Feb 6, 2015",7:30 pm,Box Score,Philadelphia 76ers,96.0,Boston Celtics,107.0,,
"Fri, Feb 6, 2015",7:00 pm,Box Score,New York Knicks,88.0,Brooklyn Nets,92.0,,
"Fri, Feb 6, 2015",7:30 pm,Box Score,Denver Nuggets,88.0,Detroit Pistons,98.0,,
"Fri, Feb 6, 2015",8:00 pm,Box Score,Milwaukee Bucks,111.0,Houston Rockets,117.0,,
"Fri, Feb 6, 2015",7:00 pm,Box Score,Cleveland Cavaliers,99.0,Indiana Pacers,103.0,,
"Fri, Feb 6, 2015",8:00 pm,Box Score,Memphis Grizzlies,89.0,Minnesota Timberwolves,90.0,,
"Fri, Feb 6, 2015",8:00 pm,Box Score,New Orleans Pelicans,116.0,Oklahoma City Thunder,113.0,,
"Fri, Feb 6, 2015",7:00 pm,Box Score,Los Angeles Lakers,97.0,Orlando Magic,103.0,OT,
"Fri, Feb 6, 2015",9:00 pm,Box Score,Utah Jazz,93.0,Phoenix Suns,100.0,,
"Fri, Feb 6, 2015",9:30 pm,Box Score,Miami Heat,85.0,San Antonio Spurs,98.0,,
"Fri, Feb 6, 2015",7:00 pm,Box Score,Los Angeles Clippers,107.0,Toronto Raptors,123.0,,
"Sat, Feb 7, 2015",8:30 pm,Box Score,Portland Trail Blazers,101.0,Dallas Mavericks,111.0,OT,
"Sat, Feb 7, 2015",8:30 pm,Box Score,Boston Celtics,93.0,Milwaukee Bucks,96.0,,
"Sat, Feb 7, 2015",7:00 pm,Box Score,Chicago Bulls,107.0,New Orleans Pelicans,72.0,,
"Sat, Feb 7, 2015",7:30 pm,Box Score,Golden State Warriors,106.0,New York Knicks,92.0,,
"Sat, Feb 7, 2015",7:30 pm,Box Score,Charlotte Hornets,81.0,Philadelphia 76ers,89.0,,
"Sat, Feb 7, 2015",9:00 pm,Box Score,Sacramento Kings,90.0,Utah Jazz,102.0,,
"Sat, Feb 7, 2015",7:00 pm,Box Score,Brooklyn Nets,77.0,Washington Wizards,114.0,,
"Sun, Feb 8, 2015",6:00 pm,Box Score,Indiana Pacers,103.0,Charlotte Hornets,102.0,,
"Sun, Feb 8, 2015",3:30 pm,Box Score,Los Angeles Lakers,105.0,Cleveland Cavaliers,120.0,,
"Sun, Feb 8, 2015",6:00 pm,Box Score,Minnesota Timberwolves,112.0,Detroit Pistons,101.0,,
"Sun, Feb 8, 2015",7:00 pm,Box Score,Portland Trail Blazers,109.0,Houston Rockets,98.0,,
"Sun, Feb 8, 2015",6:00 pm,Box Score,Atlanta Hawks,88.0,Memphis Grizzlies,94.0,,
"Sun, Feb 8, 2015",1:00 pm,Box Score,Los Angeles Clippers,108.0,Oklahoma City Thunder,131.0,,
"Sun, Feb 8, 2015",6:00 pm,Box Score,Chicago Bulls,98.0,Orlando Magic,97.0,,
"Sun, Feb 8, 2015",9:00 pm,Box Score,Phoenix Suns,83.0,Sacramento Kings,85.0,,
"Sun, Feb 8, 2015",7:00 pm,Box Score,San Antonio Spurs,82.0,Toronto Raptors,87.0,,
"Mon, Feb 9, 2015",8:30 pm,Box Score,Los Angeles Clippers,115.0,Dallas Mavericks,98.0,,
"Mon, Feb 9, 2015",9:00 pm,Box Score,Oklahoma City Thunder,124.0,Denver Nuggets,114.0,,
"Mon, Feb 9, 2015",7:00 pm,Box Score,San Antonio Spurs,95.0,Indiana Pacers,93.0,,
"Mon, Feb 9, 2015",7:30 pm,Box Score,New York Knicks,95.0,Miami Heat,109.0,,
"Mon, Feb 9, 2015",8:00 pm,Box Score,Brooklyn Nets,97.0,Milwaukee Bucks,103.0,,
"Mon, Feb 9, 2015",8:00 pm,Box Score,Atlanta Hawks,117.0,Minnesota Timberwolves,105.0,,
"Mon, Feb 9, 2015",8:00 pm,Box Score,Utah Jazz,100.0,New Orleans Pelicans,96.0,,
"Mon, Feb 9, 2015",7:00 pm,Box Score,Golden State Warriors,89.0,Philadelphia 76ers,84.0,,
"Mon, Feb 9, 2015",7:00 pm,Box Score,Orlando Magic,80.0,Washington Wizards,96.0,,
"Tue, Feb 10, 2015",8:00 pm,Box Score,Sacramento Kings,86.0,Chicago Bulls,104.0,,
"Tue, Feb 10, 2015",7:00 pm,Box Score,Detroit Pistons,106.0,Charlotte Hornets,78.0,,
"Tue, Feb 10, 2015",10:30 pm,Box Score,Denver Nuggets,106.0,Los Angeles Lakers,96.0,,
"Tue, Feb 10, 2015",8:00 pm,Box Score,Brooklyn Nets,86.0,Memphis Grizzlies,95.0,,
"Tue, Feb 10, 2015",8:00 pm,Box Score,Houston Rockets,127.0,Phoenix Suns,118.0,,
"Wed, Feb 11, 2015",7:30 pm,Box Score,Atlanta Hawks,88.0,Boston Celtics,89.0,,
"Wed, Feb 11, 2015",8:00 pm,Box Score,Miami Heat,93.0,Cleveland Cavaliers,113.0,,
"Wed, Feb 11, 2015",8:30 pm,Box Score,Utah Jazz,82.0,Dallas Mavericks,87.0,,
"Wed, Feb 11, 2015",7:30 pm,Box Score,San Antonio Spurs,104.0,Detroit Pistons,87.0,,
"Wed, Feb 11, 2015",10:30 pm,Box Score,Houston Rockets,95.0,Los Angeles Clippers,110.0,,
"Wed, Feb 11, 2015",8:00 pm,Box Score,Sacramento Kings,103.0,Milwaukee Bucks,111.0,,
"Wed, Feb 11, 2015",8:00 pm,Box Score,Golden State Warriors,94.0,Minnesota Timberwolves,91.0,,
"Wed, Feb 11, 2015",8:00 pm,Box Score,Indiana Pacers,106.0,New Orleans Pelicans,93.0,,
"Wed, Feb 11, 2015",8:00 pm,Box Score,Memphis Grizzlies,89.0,Oklahoma City Thunder,105.0,,
"Wed, Feb 11, 2015",7:00 pm,Box Score,New York Knicks,83.0,Orlando Magic,89.0,,
"Wed, Feb 11, 2015",10:00 pm,Box Score,Los Angeles Lakers,86.0,Portland Trail Blazers,102.0,,
"Wed, Feb 11, 2015",7:30 pm,Box Score,Washington Wizards,93.0,Toronto Raptors,95.0,,
"Thu, Feb 12, 2015",8:00 pm,Box Score,Cleveland Cavaliers,98.0,Chicago Bulls,113.0,,
"Thu, Feb 19, 2015",10:30 pm,Box Score,San Antonio Spurs,115.0,Los Angeles Clippers,119.0,,
"Thu, Feb 19, 2015",8:00 pm,Box Score,Dallas Mavericks,89.0,Oklahoma City Thunder,104.0,,
"Fri, Feb 20, 2015",7:30 pm,Box Score,Toronto Raptors,105.0,Atlanta Hawks,80.0,,
"Fri, Feb 20, 2015",8:30 pm,Box Score,Houston Rockets,100.0,Dallas Mavericks,111.0,,
"Fri, Feb 20, 2015",7:30 pm,Box Score,Chicago Bulls,91.0,Detroit Pistons,100.0,,
"Fri, Feb 20, 2015",10:30 pm,Box Score,San Antonio Spurs,99.0,Golden State Warriors,110.0,,
"Fri, Feb 20, 2015",10:30 pm,Box Score,Brooklyn Nets,114.0,Los Angeles Lakers,105.0,,
"Fri, Feb 20, 2015",8:30 pm,Box Score,Denver Nuggets,81.0,Milwaukee Bucks,89.0,,
"Fri, Feb 20, 2015",8:00 pm,Box Score,Phoenix Suns,109.0,Minnesota Timberwolves,111.0,,
"Fri, Feb 20, 2015",7:30 pm,Box Score,Miami Heat,111.0,New York Knicks,87.0,,
"Fri, Feb 20, 2015",7:00 pm,Box Score,New Orleans Pelicans,84.0,Orlando Magic,95.0,,
"Fri, Feb 20, 2015",7:00 pm,Box Score,Indiana Pacers,106.0,Philadelphia 76ers,95.0,,
"Fri, Feb 20, 2015",10:00 pm,Box Score,Boston Celtics,101.0,Sacramento Kings,109.0,,
"Fri, Feb 20, 2015",9:00 pm,Box Score,Portland Trail Blazers,76.0,Utah Jazz,92.0,,
"Fri, Feb 20, 2015",8:00 pm,Box Score,Cleveland Cavaliers,127.0,Washington Wizards,89.0,,
"Sat, Feb 21, 2015",8:00 pm,Box Score,Phoenix Suns,107.0,Chicago Bulls,112.0,,
"Sat, Feb 21, 2015",7:00 pm,Box Score,Oklahoma City Thunder,110.0,Charlotte Hornets,103.0,,
"Sat, Feb 21, 2015",8:00 pm,Box Score,Toronto Raptors,76.0,Houston Rockets,98.0,,
"Sat, Feb 21, 2015",10:00 pm,Box Score,Sacramento Kings,99.0,Los Angeles Clippers,126.0,,
"Sat, Feb 21, 2015",7:30 pm,Box Score,New Orleans Pelicans,105.0,Miami Heat,91.0,,
"Sun, Feb 22, 2015",7:30 pm,Box Score,Charlotte Hornets,81.0,Dallas Mavericks,92.0,,
"Sun, Feb 22, 2015",3:30 pm,Box Score,Washington Wizards,89.0,Detroit Pistons,106.0,,
"Sun, Feb 22, 2015",6:00 pm,Box Score,Golden State Warriors,98.0,Indiana Pacers,104.0,,
"Sun, Feb 22, 2015",9:30 pm,Box Score,Boston Celtics,111.0,Los Angeles Lakers,118.0,OT,
"Sun, Feb 22, 2015",3:30 pm,Box Score,Atlanta Hawks,97.0,Milwaukee Bucks,86.0,,
"Sun, Feb 22, 2015",1:00 pm,Box Score,Cleveland Cavaliers,101.0,New York Knicks,83.0,,
"Sun, Feb 22, 2015",7:00 pm,Box Score,Denver Nuggets,94.0,Oklahoma City Thunder,119.0,,
"Sun, Feb 22, 2015",6:00 pm,Box Score,Philadelphia 76ers,98.0,Orlando Magic,103.0,,
"Sun, Feb 22, 2015",9:00 pm,Box Score,Memphis Grizzlies,98.0,Portland Trail Blazers,92.0,,
"Mon, Feb 23, 2015",8:00 pm,Box Score,Milwaukee Bucks,71.0,Chicago Bulls,87.0,,
"Mon, Feb 23, 2015",9:00 pm,Box Score,Brooklyn Nets,110.0,Denver Nuggets,82.0,,
"Mon, Feb 23, 2015",8:00 pm,Box Score,Minnesota Timberwolves,102.0,Houston Rockets,113.0,,
"Mon, Feb 23, 2015",10:30 pm,Box Score,Memphis Grizzlies,90.0,Los Angeles Clippers,87.0,,
"Mon, Feb 23, 2015",7:30 pm,Box Score,Philadelphia 76ers,108.0,Miami Heat,119.0,,
"Mon, Feb 23, 2015",8:00 pm,Box Score,Toronto Raptors,97.0,New Orleans Pelicans,100.0,,
"Mon, Feb 23, 2015",9:00 pm,Box Score,Boston Celtics,115.0,Phoenix Suns,110.0,,
"Mon, Feb 23, 2015",9:00 pm,Box Score,San Antonio Spurs,81.0,Utah Jazz,90.0,,
"Tue, Feb 24, 2015",8:30 pm,Box Score,Toronto Raptors,92.0,Dallas Mavericks,99.0,,
"Tue, Feb 24, 2015",7:30 pm,Box Score,Cleveland Cavaliers,102.0,Detroit Pistons,93.0,,
"Tue, Feb 24, 2015",8:00 pm,Box Score,Indiana Pacers,92.0,Oklahoma City Thunder,105.0,,
"Tue, Feb 24, 2015",7:00 pm,Box Score,Golden State Warriors,114.0,Washington Wizards,107.0,,
"Wed, Feb 25, 2015",7:30 pm,Box Score,Dallas Mavericks,87.0,Atlanta Hawks,104.0,,
"Wed, Feb 25, 2015",7:30 pm,Box Score,New York Knicks,94.0,Boston Celtics,115.0,,
"Wed, Feb 25, 2015",8:00 pm,Box Score,Charlotte Hornets,98.0,Chicago Bulls,86.0,,
"Wed, Feb 25, 2015",9:00 pm,Box Score,Phoenix Suns,110.0,Denver Nuggets,96.0,,
"Wed, Feb 25, 2015",8:00 pm,Box Score,Los Angeles Clippers,105.0,Houston Rockets,110.0,,
"Wed, Feb 25, 2015",8:00 pm,Box Score,Philadelphia 76ers,88.0,Milwaukee Bucks,104.0,,
"Wed, Feb 25, 2015",8:00 pm,Box Score,Washington Wizards,77.0,Minnesota Timberwolves,97.0,,
"Wed, Feb 25, 2015",8:00 pm,Box Score,Brooklyn Nets,96.0,New Orleans Pelicans,102.0,,
"Wed, Feb 25, 2015",7:00 pm,Box Score,Miami Heat,93.0,Orlando Magic,90.0,OT,
"Wed, Feb 25, 2015",10:30 pm,Box Score,San Antonio Spurs,95.0,Portland Trail Blazers,111.0,,
"Wed, Feb 25, 2015",10:00 pm,Box Score,Memphis Grizzlies,90.0,Sacramento Kings,102.0,,
"Wed, Feb 25, 2015",9:00 pm,Box Score,Los Angeles Lakers,100.0,Utah Jazz,97.0,,
"Thu, Feb 26, 2015",8:00 pm,Box Score,Golden State Warriors,99.0,Cleveland Cavaliers,110.0,,
"Thu, Feb 26, 2015",10:30 pm,Box Score,Oklahoma City Thunder,113.0,Phoenix Suns,117.0,OT,
"Fri, Feb 27, 2015",7:30 pm,Box Score,Orlando Magic,88.0,Atlanta Hawks,95.0,,
"Fri, Feb 27, 2015",7:30 pm,Box Score,Charlotte Hornets,98.0,Boston Celtics,106.0,,
"Fri, Feb 27, 2015",8:00 pm,Box Score,Minnesota Timberwolves,89.0,Chicago Bulls,96.0,,
"Fri, Feb 27, 2015",9:00 pm,Box Score,Utah Jazz,104.0,Denver Nuggets,82.0,,
"Fri, Feb 27, 2015",7:30 pm,Box Score,New York Knicks,121.0,Detroit Pistons,115.0,2OT,
"Fri, Feb 27, 2015",8:00 pm,Box Score,Brooklyn Nets,98.0,Houston Rockets,102.0,,
"Fri, Feb 27, 2015",7:00 pm,Box Score,Cleveland Cavaliers,86.0,Indiana Pacers,93.0,,
"Fri, Feb 27, 2015",10:30 pm,Box Score,Milwaukee Bucks,93.0,Los Angeles Lakers,101.0,,
"Fri, Feb 27, 2015",8:00 pm,Box Score,Los Angeles Clippers,97.0,Memphis Grizzlies,79.0,,
"Fri, Feb 27, 2015",8:00 pm,Box Score,Miami Heat,102.0,New Orleans Pelicans,104.0,,
"Fri, Feb 27, 2015",7:00 pm,Box Score,Washington Wizards,81.0,Philadelphia 76ers,89.0,,
"Fri, Feb 27, 2015",10:30 pm,Box Score,Oklahoma City Thunder,112.0,Portland Trail Blazers,115.0,,
"Fri, Feb 27, 2015",10:00 pm,Box Score,San Antonio Spurs,107.0,Sacramento Kings,96.0,,
"Fri, Feb 27, 2015",7:30 pm,Box Score,Golden State Warriors,113.0,Toronto Raptors,89.0,,
"Sat, Feb 28, 2015",8:30 pm,Box Score,Brooklyn Nets,104.0,Dallas Mavericks,94.0,,
"Sat, Feb 28, 2015",7:30 pm,Box Score,Atlanta Hawks,93.0,Miami Heat,91.0,,
"Sat, Feb 28, 2015",8:00 pm,Box Score,Memphis Grizzlies,101.0,Minnesota Timberwolves,97.0,,
"Sat, Feb 28, 2015",7:30 pm,Box Score,Toronto Raptors,98.0,New York Knicks,103.0,,
"Sat, Feb 28, 2015",9:00 pm,Box Score,San Antonio Spurs,101.0,Phoenix Suns,74.0,,
"Sat, Feb 28, 2015",9:00 pm,Box Score,Milwaukee Bucks,75.0,Utah Jazz,82.0,,
"Sat, Feb 28, 2015",7:00 pm,Box Score,Detroit Pistons,95.0,Washington Wizards,99.0,,
March,,,,,,,,
"Sun, Mar 1, 2015",6:00 pm,Box Score,Golden State Warriors,106.0,Boston Celtics,101.0,,
"Sun, Mar 1, 2015",1:00 pm,Box Score,Los Angeles Clippers,96.0,Chicago Bulls,86.0,,
"Sun, Mar 1, 2015",8:00 pm,Box Score,New Orleans Pelicans,99.0,Denver Nuggets,92.0,,
"Sun, Mar 1, 2015",3:30 pm,Box Score,Cleveland Cavaliers,103.0,Houston Rockets,105.0,OT,
"Sun, Mar 1, 2015",6:00 pm,Box Score,Philadelphia 76ers,74.0,Indiana Pacers,94.0,,
"Sun, Mar 1, 2015",6:30 pm,Box Score,Oklahoma City Thunder,108.0,Los Angeles Lakers,101.0,,
"Sun, Mar 1, 2015",6:00 pm,Box Score,Charlotte Hornets,98.0,Orlando Magic,83.0,,
"Sun, Mar 1, 2015",6:00 pm,Box Score,Portland Trail Blazers,110.0,Sacramento Kings,99.0,,
"Mon, Mar 2, 2015",7:30 pm,Box Score,Golden State Warriors,108.0,Brooklyn Nets,110.0,,
"Mon, Mar 2, 2015",8:30 pm,Box Score,New Orleans Pelicans,93.0,Dallas Mavericks,102.0,,
"Mon, Mar 2, 2015",7:30 pm,Box Score,Phoenix Suns,98.0,Miami Heat,115.0,,
"Mon, Mar 2, 2015",8:00 pm,Box Score,Los Angeles Clippers,110.0,Minnesota Timberwolves,105.0,,
"Mon, Mar 2, 2015",7:00 pm,Box Score,Toronto Raptors,114.0,Philadelphia 76ers,103.0,,
"Tue, Mar 3, 2015",7:30 pm,Box Score,Houston Rockets,96.0,Atlanta Hawks,104.0,,
"Tue, Mar 3, 2015",8:00 pm,Box Score,Washington Wizards,92.0,Chicago Bulls,97.0,,
"Tue, Mar 3, 2015",7:00 pm,Box Score,Los Angeles Lakers,103.0,Charlotte Hornets,104.0,,
"Tue, Mar 3, 2015",7:00 pm,Box Score,Boston Celtics,79.0,Cleveland Cavaliers,110.0,,
"Tue, Mar 3, 2015",9:00 pm,Box Score,Milwaukee Bucks,95.0,Denver Nuggets,106.0,,
"Tue, Mar 3, 2015",8:00 pm,Box Score,Utah Jazz,93.0,Memphis Grizzlies,82.0,,
"Tue, Mar 3, 2015",7:00 pm,Box Score,Sacramento Kings,124.0,New York Knicks,86.0,,
"Wed, Mar 4, 2015",7:30 pm,Box Score,Utah Jazz,84.0,Boston Celtics,85.0,,
"Wed, Mar 4, 2015",7:30 pm,Box Score,Charlotte Hornets,115.0,Brooklyn Nets,91.0,,
"Wed, Mar 4, 2015",10:30 pm,Box Score,Milwaukee Bucks,93.0,Golden State Warriors,102.0,,
"Wed, Mar 4, 2015",8:00 pm,Box Score,Memphis Grizzlies,102.0,Houston Rockets,100.0,,
"Wed, Mar 4, 2015",7:00 pm,Box Score,New York Knicks,82.0,Indiana Pacers,105.0,,
"Wed, Mar 4, 2015",10:30 pm,Box Score,Portland Trail Blazers,98.0,Los Angeles Clippers,93.0,OT,
"Wed, Mar 4, 2015",8:00 pm,Box Score,Los Angeles Lakers,94.0,Miami Heat,100.0,,
"Wed, Mar 4, 2015",8:00 pm,Box Score,Denver Nuggets,100.0,Minnesota Timberwolves,85.0,,
"Wed, Mar 4, 2015",8:00 pm,Box Score,Detroit Pistons,85.0,New Orleans Pelicans,88.0,,
"Wed, Mar 4, 2015",8:00 pm,Box Score,Philadelphia 76ers,118.0,Oklahoma City Thunder,123.0,OT,
"Wed, Mar 4, 2015",7:00 pm,Box Score,Phoenix Suns,105.0,Orlando Magic,100.0,,
"Wed, Mar 4, 2015",8:30 pm,Box Score,Sacramento Kings,85.0,San Antonio Spurs,112.0,,
"Wed, Mar 4, 2015",7:30 pm,Box Score,Cleveland Cavaliers,120.0,Toronto Raptors,112.0,,
"Thu, Mar 5, 2015",8:00 pm,Box Score,Oklahoma City Thunder,105.0,Chicago Bulls,108.0,,
"Thu, Mar 5, 2015",10:30 pm,Box Score,Dallas Mavericks,75.0,Portland Trail Blazers,94.0,,
"Fri, Mar 6, 2015",7:30 pm,Box Score,Cleveland Cavaliers,97.0,Atlanta Hawks,106.0,,
"Fri, Mar 6, 2015",8:00 pm,Box Score,Phoenix Suns,108.0,Brooklyn Nets,100.0,OT,
"Fri, Mar 6, 2015",7:00 pm,Box Score,Toronto Raptors,94.0,Charlotte Hornets,103.0,,
"Fri, Mar 6, 2015",10:30 pm,Box Score,Dallas Mavericks,89.0,Golden State Warriors,104.0,,
"Fri, Mar 6, 2015",8:00 pm,Box Score,Detroit Pistons,93.0,Houston Rockets,103.0,,
"Fri, Mar 6, 2015",7:00 pm,Box Score,Chicago Bulls,84.0,Indiana Pacers,98.0,,
"Fri, Mar 6, 2015",8:00 pm,Box Score,Los Angeles Lakers,90.0,Memphis Grizzlies,97.0,,
"Fri, Mar 6, 2015",8:00 pm,Box Score,Boston Celtics,104.0,New Orleans Pelicans,98.0,,
"Fri, Mar 6, 2015",7:00 pm,Box Score,Sacramento Kings,114.0,Orlando Magic,119.0,,
"Fri, Mar 6, 2015",7:00 pm,Box Score,Utah Jazz,89.0,Philadelphia 76ers,83.0,,
"Fri, Mar 6, 2015",8:30 pm,Box Score,Denver Nuggets,111.0,San Antonio Spurs,120.0,,
"Fri, Mar 6, 2015",7:00 pm,Box Score,Miami Heat,97.0,Washington Wizards,99.0,,
"Sat, Mar 7, 2015",7:30 pm,Box Score,Phoenix Suns,79.0,Cleveland Cavaliers,89.0,,
"Sat, Mar 7, 2015",9:00 pm,Box Score,Houston Rockets,114.0,Denver Nuggets,100.0,,
"Sat, Mar 7, 2015",7:30 pm,Box Score,Sacramento Kings,109.0,Miami Heat,114.0,OT,
"Sat, Mar 7, 2015",8:30 pm,Box Score,Washington Wizards,85.0,Milwaukee Bucks,91.0,,
"Sat, Mar 7, 2015",8:00 pm,Box Score,Portland Trail Blazers,113.0,Minnesota Timberwolves,121.0,,
"Sat, Mar 7, 2015",7:00 pm,Box Score,Memphis Grizzlies,89.0,New Orleans Pelicans,95.0,,
"Sat, Mar 7, 2015",7:30 pm,Box Score,Indiana Pacers,92.0,New York Knicks,86.0,,
"Sat, Mar 7, 2015",7:30 pm,Box Score,Atlanta Hawks,84.0,Philadelphia 76ers,92.0,,
"Sun, Mar 8, 2015",6:00 pm,Box Score,Utah Jazz,95.0,Brooklyn Nets,88.0,,
"Sun, Mar 8, 2015",6:00 pm,Box Score,Charlotte Hornets,108.0,Detroit Pistons,101.0,,
"Sun, Mar 8, 2015",3:30 pm,Box Score,Los Angeles Clippers,98.0,Golden State Warriors,106.0,,
"Sun, Mar 8, 2015",9:30 pm,Box Score,Dallas Mavericks,100.0,Los Angeles Lakers,93.0,,
"Sun, Mar 8, 2015",7:00 pm,Box Score,Toronto Raptors,104.0,Oklahoma City Thunder,108.0,,
"Sun, Mar 8, 2015",6:00 pm,Box Score,Boston Celtics,98.0,Orlando Magic,103.0,,
"Sun, Mar 8, 2015",1:00 pm,Box Score,Chicago Bulls,105.0,San Antonio Spurs,116.0,,
"Mon, Mar 9, 2015",7:30 pm,Box Score,Sacramento Kings,105.0,Atlanta Hawks,130.0,,
"Mon, Mar 9, 2015",8:00 pm,Box Score,Memphis Grizzlies,101.0,Chicago Bulls,91.0,,
"Mon, Mar 9, 2015",7:00 pm,Box Score,Washington Wizards,95.0,Charlotte Hornets,69.0,,
"Mon, Mar 9, 2015",9:00 pm,Box Score,New York Knicks,78.0,Denver Nuggets,106.0,,
"Mon, Mar 9, 2015",10:30 pm,Box Score,Minnesota Timberwolves,76.0,Los Angeles Clippers,89.0,,
"Mon, Mar 9, 2015",7:30 pm,Box Score,Boston Celtics,100.0,Miami Heat,90.0,,
"Mon, Mar 9, 2015",8:00 pm,Box Score,New Orleans Pelicans,114.0,Milwaukee Bucks,103.0,,
"Mon, Mar 9, 2015",10:00 pm,Box Score,Golden State Warriors,98.0,Phoenix Suns,80.0,,
"Tue, Mar 10, 2015",7:30 pm,Box Score,New Orleans Pelicans,111.0,Brooklyn Nets,91.0,,
"Tue, Mar 10, 2015",8:30 pm,Box Score,Cleveland Cavaliers,127.0,Dallas Mavericks,94.0,,
"Tue, Mar 10, 2015",7:00 pm,Box Score,Orlando Magic,86.0,Indiana Pacers,118.0,,
"Tue, Mar 10, 2015",10:30 pm,Box Score,Detroit Pistons,85.0,Los Angeles Lakers,93.0,,
"Tue, Mar 10, 2015",8:30 pm,Box Score,Toronto Raptors,107.0,San Antonio Spurs,117.0,,
"Tue, Mar 10, 2015",9:00 pm,Box Score,New York Knicks,82.0,Utah Jazz,87.0,,
"Wed, Mar 11, 2015",7:30 pm,Box Score,Memphis Grizzlies,92.0,Boston Celtics,95.0,,
"Wed, Mar 11, 2015",7:00 pm,Box Score,Sacramento Kings,113.0,Charlotte Hornets,106.0,,
"Wed, Mar 11, 2015",9:00 pm,Box Score,Atlanta Hawks,102.0,Denver Nuggets,115.0,,
"Wed, Mar 11, 2015",10:30 pm,Box Score,Detroit Pistons,98.0,Golden State Warriors,105.0,,
"Wed, Mar 11, 2015",7:30 pm,Box Score,Brooklyn Nets,98.0,Miami Heat,104.0,,
"Wed, Mar 11, 2015",8:00 pm,Box Score,Orlando Magic,91.0,Milwaukee Bucks,97.0,,
"Wed, Mar 11, 2015",8:00 pm,Box Score,Los Angeles Clippers,120.0,Oklahoma City Thunder,108.0,,
"Wed, Mar 11, 2015",7:00 pm,Box Score,Chicago Bulls,104.0,Philadelphia 76ers,95.0,OT,
"Wed, Mar 11, 2015",10:00 pm,Box Score,Minnesota Timberwolves,97.0,Phoenix Suns,106.0,,
"Wed, Mar 11, 2015",10:30 pm,Box Score,Houston Rockets,100.0,Portland Trail Blazers,105.0,,
"Thu, Mar 12, 2015",7:00 pm,Box Score,Milwaukee Bucks,103.0,Indiana Pacers,109.0,OT,
"Thu, Mar 12, 2015",10:30 pm,Box Score,New York Knicks,101.0,Los Angeles Lakers,94.0,,
"Thu, Mar 12, 2015",9:30 pm,Box Score,Cleveland Cavaliers,128.0,San Antonio Spurs,125.0,OT,
"Thu, Mar 12, 2015",9:00 pm,Box Score,Houston Rockets,91.0,Utah Jazz,109.0,,
"Thu, Mar 12, 2015",7:00 pm,Box Score,Memphis Grizzlies,87.0,Washington Wizards,107.0,,
"Fri, Mar 13, 2015",7:30 pm,Box Score,Orlando Magic,88.0,Boston Celtics,95.0,,
"Fri, Mar 13, 2015",7:00 pm,Box Score,Chicago Bulls,91.0,Charlotte Hornets,101.0,,
"Fri, Mar 13, 2015",8:30 pm,Box Score,Los Angeles Clippers,99.0,Dallas Mavericks,129.0,,
"Fri, Mar 13, 2015",9:00 pm,Box Score,Golden State Warriors,103.0,Denver Nuggets,114.0,,
"Fri, Mar 13, 2015",8:00 pm,Box Score,Minnesota Timberwolves,99.0,Oklahoma City Thunder,113.0,,
"Fri, Mar 13, 2015",7:00 pm,Box Score,Sacramento Kings,107.0,Philadelphia 76ers,114.0,,
"Fri, Mar 13, 2015",10:00 pm,Box Score,Atlanta Hawks,96.0,Phoenix Suns,87.0,,
"Fri, Mar 13, 2015",10:00 pm,Box Score,Detroit Pistons,99.0,Portland Trail Blazers,118.0,,
"Fri, Mar 13, 2015",7:30 pm,Box Score,Miami Heat,92.0,Toronto Raptors,102.0,,
"Sat, Mar 14, 2015",10:30 pm,Box Score,New York Knicks,94.0,Golden State Warriors,125.0,,
"Sat, Mar 14, 2015",7:00 pm,Box Score,Boston Celtics,93.0,Indiana Pacers,89.0,,
"Sat, Mar 14, 2015",8:00 pm,Box Score,Milwaukee Bucks,83.0,Memphis Grizzlies,96.0,,
"Sat, Mar 14, 2015",7:30 pm,Box Score,Brooklyn Nets,94.0,Philadelphia 76ers,87.0,,
"Sat, Mar 14, 2015",9:00 pm,Box Score,Detroit Pistons,85.0,Utah Jazz,88.0,,
"Sat, Mar 14, 2015",7:00 pm,Box Score,Sacramento Kings,97.0,Washington Wizards,113.0,,
"Sun, Mar 15, 2015",3:30 pm,Box Score,Houston Rockets,100.0,Los Angeles Clippers,98.0,,
"Sun, Mar 15, 2015",9:30 pm,Box Score,Atlanta Hawks,91.0,Los Angeles Lakers,86.0,,
"Sun, Mar 15, 2015",6:00 pm,Box Score,Denver Nuggets,118.0,New Orleans Pelicans,111.0,2OT,
"Sun, Mar 15, 2015",1:00 pm,Box Score,Chicago Bulls,100.0,Oklahoma City Thunder,109.0,,
